lessonId,displayLessonNumber,pageFile,screenId,screenTitle,controlId,buttonText,teachingGoal,targetSymbol,displayText,expectedSpeechText,expectedAudioType,pronunciationType,pronunciationRule,challengeOrLearning,beforeAnswerHidden,afterAnswerExplanation,catalogEntryId,catalogSpeechText,audioFilePath,fileExists,exactMatch,reviewStatus,voiceSource,model,generationDate,commercialUseBasis,nativeReviewer,fallbackBehavior,mobilePlaybackRisk,serviceWorkerCached,issueType,priority,recommendedAction,enabled
lesson-00,0,lesson-00.html,map-ㅢ,字母地图详情,lesson00-ㅢ-vowel,元音音频待补充,用无声初声ㅇ承载元音,ㅢ,의,의,vowel-carrier,carrier syllable,복합 모음 ㅢ; realization varies by position and grammatical role,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-01,1,lesson-01.html,vowels,元音/收音学习卡片,lesson-01-vowel-0,听元音 아,学习页面卡片试听,ㅏ,아,아,vowel-carrier,单个元音,,learning,not-applicable,not-applicable,lesson-01:a,아,audio/lesson-01/a.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,vowels,元音/收音学习卡片,lesson-01-vowel-1,听元音 어,学习页面卡片试听,ㅓ,어,어,vowel-carrier,单个元音,,learning,not-applicable,not-applicable,lesson-01:eo,어,audio/lesson-01/eo.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,vowels,元音/收音学习卡片,lesson-01-vowel-2,听元音 오,学习页面卡片试听,ㅗ,오,오,vowel-carrier,单个元音,,learning,not-applicable,not-applicable,lesson-01:o,오,audio/lesson-01/o.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,vowels,元音/收音学习卡片,lesson-01-vowel-3,听元音 우,学习页面卡片试听,ㅜ,우,우,vowel-carrier,单个元音,,learning,not-applicable,not-applicable,lesson-01:u,우,audio/lesson-01/u.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,consonants,辅音示例卡片,lesson-01-consonant-demo-0,听示例音节 가,在完整音节中示范初声,ㄱ,가,가,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-01,1,lesson-01.html,consonants,辅音示例卡片,lesson-01-letter-name-0,字母名称音频待补充,字母名称（当前禁用）,ㄱ,기역,기역,letter-name,,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-01,1,lesson-01.html,consonants,辅音示例卡片,lesson-01-consonant-demo-1,听示例音节 나,在完整音节中示范初声,ㄴ,나,나,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-01,1,lesson-01.html,consonants,辅音示例卡片,lesson-01-letter-name-1,字母名称音频待补充,字母名称（当前禁用）,ㄴ,니은,니은,letter-name,,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-01,1,lesson-01.html,builder,音节拼合器,lesson-01-builder-0,听示例音节 가,验证拼合结果,,가,가,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-01,1,lesson-01.html,builder,音节拼合器,lesson-01-builder-1,听示例音节 거,验证拼合结果,,거,거,syllable,完整音节,,learning,not-applicable,not-applicable,lesson-01:geo,거,audio/lesson-01/geo-v2.wav,true,true,pending,legacy-system-export,,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,builder,音节拼合器,lesson-01-builder-2,听示例音节 고,验证拼合结果,,고,고,syllable,完整音节,,learning,not-applicable,not-applicable,lesson-01:go,고,audio/lesson-01/go-v2.wav,true,true,pending,legacy-system-export,,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,builder,音节拼合器,lesson-01-builder-3,听示例音节 구,验证拼合结果,,구,구,syllable,完整音节,,learning,not-applicable,not-applicable,lesson-01:gu,구,audio/lesson-01/gu-v2.wav,true,true,pending,legacy-system-export,,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,builder,音节拼合器,lesson-01-builder-4,听示例音节 나,验证拼合结果,,나,나,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-01,1,lesson-01.html,builder,音节拼合器,lesson-01-builder-5,听示例音节 너,验证拼合结果,,너,너,syllable,完整音节,,learning,not-applicable,not-applicable,lesson-01:neo,너,audio/lesson-01/neo-v2.wav,true,true,pending,legacy-system-export,,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,builder,音节拼合器,lesson-01-builder-6,听示例音节 노,验证拼合结果,,노,노,syllable,完整音节,,learning,not-applicable,not-applicable,lesson-01:no,노,audio/lesson-01/no-v2.wav,true,true,pending,legacy-system-export,,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,builder,音节拼合器,lesson-01-builder-7,听示例音节 누,验证拼合结果,,누,누,syllable,完整音节,,learning,not-applicable,not-applicable,lesson-01:nu,누,audio/lesson-01/nu-v2.wav,true,true,pending,legacy-system-export,,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,repeat,跟读与自我检查,lesson-01-repeat,播放 가 · 나,按网页控制逐条播放跟读材料,,가 · 나,가→나,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-01,1,lesson-01.html,practice-1,练习题,lesson-01-practice-audio-1,播放听力题音频 / 再次播放,听辨后选择答案,,作答前隐藏,아,listening-question,单个元音,,challenge,true,true,lesson-01:a,아,audio/lesson-01/a.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,practice-2,练习题,lesson-01-practice-audio-2,播放听力题音频 / 再次播放,听辨后选择答案,,作答前隐藏,어,listening-question,单个元音,,challenge,true,true,lesson-01:eo,어,audio/lesson-01/eo.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,quiz-1,挑战题,lesson-01-quiz-audio-1,播放听力题音频 / 再次播放,听辨后选择答案,,作答前隐藏,오,listening-question,单个元音,,challenge,true,true,lesson-01:o,오,audio/lesson-01/o.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,quiz-2,挑战题,lesson-01-quiz-audio-2,播放听力题音频 / 再次播放,听辨后选择答案,,作答前隐藏,우,listening-question,单个元音,,challenge,true,true,lesson-01:u,우,audio/lesson-01/u.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-01,1,lesson-01.html,quiz-5,挑战题,lesson-01-quiz-audio-5,播放听力题音频 / 再次播放,听辨后选择答案,,作答前隐藏,가,listening-question,初声辅音,,challenge,true,true,lesson-01:ga,가,audio/lesson-01/ga.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,vowels,元音/收音学习卡片,lesson-02-vowel-0,听元音 으,学习页面卡片试听,ㅡ,으,으,vowel-carrier,单个元音,,learning,not-applicable,not-applicable,lesson-02:eu,으,audio/lesson-02/eu.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,vowels,元音/收音学习卡片,lesson-02-vowel-1,听元音 이,学习页面卡片试听,ㅣ,이,이,vowel-carrier,单个元音,,learning,not-applicable,not-applicable,lesson-02:i,이,audio/lesson-02/i.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,vowels,元音/收音学习卡片,lesson-02-vowel-2,听元音 애,学习页面卡片试听,ㅐ,애,애,vowel-carrier,单个元音,,learning,not-applicable,not-applicable,lesson-02:ae,애,audio/lesson-02/ae.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,vowels,元音/收音学习卡片,lesson-02-vowel-3,听元音 에,学习页面卡片试听,ㅔ,에,에,vowel-carrier,单个元音,,learning,not-applicable,not-applicable,lesson-02:e,에,audio/lesson-02/e.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,consonants,辅音示例卡片,lesson-02-consonant-demo-0,听示例音节 다,在完整音节中示范初声,ㄷ,다,다,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-02,2,lesson-02.html,consonants,辅音示例卡片,lesson-02-letter-name-0,字母名称音频待补充,字母名称（当前禁用）,ㄷ,디귿,디귿,letter-name,,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-02,2,lesson-02.html,consonants,辅音示例卡片,lesson-02-consonant-demo-1,听示例音节 라,在完整音节中示范初声,ㄹ,라,라,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-02,2,lesson-02.html,consonants,辅音示例卡片,lesson-02-letter-name-1,字母名称音频待补充,字母名称（当前禁用）,ㄹ,리을,리을,letter-name,,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-02,2,lesson-02.html,consonants,辅音示例卡片,lesson-02-consonant-demo-2,听示例音节 마,在完整音节中示范初声,ㅁ,마,마,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-02,2,lesson-02.html,consonants,辅音示例卡片,lesson-02-letter-name-2,字母名称音频待补充,字母名称（当前禁用）,ㅁ,미음,미음,letter-name,,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-02,2,lesson-02.html,words,真实词汇,lesson-02-word-0,听完整单词 나무,真实词汇阅读,,나무,나무,word,单词,,learning,not-applicable,not-applicable,lesson-02:namu,나무,audio/lesson-02/namu.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,words,真实词汇,lesson-02-word-1,听完整单词 다리,真实词汇阅读,,다리,다리,word,单词,,learning,not-applicable,not-applicable,lesson-02:dari,다리,audio/lesson-02/dari.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,words,真实词汇,lesson-02-word-2,听完整单词 머리,真实词汇阅读,,머리,머리,word,单词,,learning,not-applicable,not-applicable,lesson-02:meori,머리,audio/lesson-02/meori.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,builder,音节拼合器,lesson-02-builder-0,听示例音节 다,验证拼合结果,,다,다,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-02,2,lesson-02.html,builder,音节拼合器,lesson-02-builder-1,听示例音节 디,验证拼合结果,,디,디,syllable,完整音节,,learning,not-applicable,not-applicable,lesson-02:di,디,audio/lesson-02/di.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,builder,音节拼合器,lesson-02-builder-2,听示例音节 라,验证拼合结果,,라,라,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-02,2,lesson-02.html,builder,音节拼合器,lesson-02-builder-3,听示例音节 리,验证拼合结果,,리,리,syllable,完整音节,,learning,not-applicable,not-applicable,lesson-02:ri,리,audio/lesson-02/ri.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,builder,音节拼合器,lesson-02-builder-4,听示例音节 마,验证拼合结果,,마,마,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-02,2,lesson-02.html,builder,音节拼合器,lesson-02-builder-5,听示例音节 미,验证拼合结果,,미,미,syllable,完整音节,,learning,not-applicable,not-applicable,lesson-02:mi,미,audio/lesson-02/mi.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,repeat,跟读与自我检查,lesson-02-repeat,播放 나무 · 다리 · 머리,按网页控制逐条播放跟读材料,,나무 · 다리 · 머리,나무→다리→머리,syllable,单词,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-02,2,lesson-02.html,practice-1,练习题,lesson-02-practice-audio-1,播放听力题音频 / 再次播放,听辨后选择答案,,作答前隐藏,으,listening-question,单个元音,,challenge,true,true,lesson-02:eu,으,audio/lesson-02/eu.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,practice-3,练习题,lesson-02-practice-audio-3,播放听力题音频 / 再次播放,听辨后选择答案,,作答前隐藏,나무,listening-question,单词,,challenge,true,true,lesson-02:namu,나무,audio/lesson-02/namu.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,quiz-1,挑战题,lesson-02-quiz-audio-1,播放听力题音频 / 再次播放,听辨后选择答案,,作答前隐藏,이,listening-question,单个元音,,challenge,true,true,lesson-02:i,이,audio/lesson-02/i.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-02,2,lesson-02.html,quiz-4,挑战题,lesson-02-quiz-audio-4,播放听力题音频 / 再次播放,听辨后选择答案,,作答前隐藏,머리,listening-question,单词,,challenge,true,true,lesson-02:meori,머리,audio/lesson-02/meori.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-03,3,lesson-03.html,vowels,元音/收音学习卡片,lesson-03-vowel-0,听元音 야,学习页面卡片试听,ㅑ,야,야,vowel-carrier,单个元音,,learning,not-applicable,not-applicable,lesson-03:ya,야,audio/lesson-03/ya.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-03,3,lesson-03.html,vowels,元音/收音学习卡片,lesson-03-vowel-1,听元音 여,学习页面卡片试听,ㅕ,여,여,vowel-carrier,单个元音,,learning,not-applicable,not-applicable,lesson-03:yeo,여,audio/lesson-03/yeo.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-03,3,lesson-03.html,consonants,辅音示例卡片,lesson-03-consonant-demo-0,听示例音节 바,在完整音节中示范初声,ㅂ,바,바,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-03,3,lesson-03.html,consonants,辅音示例卡片,lesson-03-letter-name-0,字母名称音频待补充,字母名称（当前禁用）,ㅂ,비읍,비읍,letter-name,,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-03,3,lesson-03.html,consonants,辅音示例卡片,lesson-03-consonant-demo-1,听示例音节 사,在完整音节中示范初声,ㅅ,사,사,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-03,3,lesson-03.html,consonants,辅音示例卡片,lesson-03-letter-name-1,字母名称音频待补充,字母名称（当前禁用）,ㅅ,시옷,시옷,letter-name,,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-03,3,lesson-03.html,consonants,辅音示例卡片,lesson-03-consonant-demo-2,听示例音节 아,在完整音节中示范初声,ㅇ,아,아,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-03,3,lesson-03.html,consonants,辅音示例卡片,lesson-03-letter-name-2,字母名称音频待补充,字母名称（当前禁用）,ㅇ,이응,이응,letter-name,,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,not-applicable,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-03,3,lesson-03.html,words,真实词汇,lesson-03-word-0,听完整单词 바다,真实词汇阅读,,바다,바다,word,单词,,learning,not-applicable,not-applicable,lesson-03:bada,바다,audio/lesson-03/bada.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-03,3,lesson-03.html,words,真实词汇,lesson-03-word-1,听完整单词 사람,真实词汇阅读,,사람,사람,word,单词,,learning,not-applicable,not-applicable,lesson-03:saram,사람,audio/lesson-03/saram.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-03,3,lesson-03.html,words,真实词汇,lesson-03-word-2,听完整单词 안녕,真实词汇阅读,,안녕,안녕,word,单词,,learning,not-applicable,not-applicable,lesson-03:annyeong,안녕,audio/lesson-03/annyeong.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-03,3,lesson-03.html,builder,音节拼合器,lesson-03-builder-0,听示例音节 바,验证拼合结果,,바,바,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-03,3,lesson-03.html,builder,音节拼合器,lesson-03-builder-1,听示例音节 벼,验证拼合结果,,벼,벼,syllable,完整音节,,learning,not-applicable,not-applicable,lesson-03:byeo,벼,audio/lesson-03/byeo.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
lesson-03,3,lesson-03.html,builder,音节拼合器,lesson-03-builder-2,听示例音节 사,验证拼合结果,,사,사,syllable,初声辅音,,learning,not-applicable,not-applicable,,,,false,false,missing,,,,,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,missing-catalog-entry,P1,Create an exact typed catalog record before generation.,false
lesson-03,3,lesson-03.html,builder,音节拼合器,lesson-03-builder-3,听示例音节 셔,验证拼合结果,,셔,셔,syllable,完整音节,,learning,not-applicable,not-applicable,lesson-03:syeo,셔,audio/lesson-03/syeo.mp3,true,true,pending,openai-gpt-4o-mini-tts,gpt-4o-mini-tts,,pending-documentation,,none; fail closed with localized status,user gesture required; state reset must be verified on iOS/Android,runtime network-first; not precached,rights-and-review-metadata-gap,P1,"Keep disabled until approved, exact, rights-complete, and available.",false
